id,device,time,hr,rr,feedback,moving,activity,latitude,longitude,stress,studyCondition
461,Rhythm 24 5963,2019-03-11 22:46:49 +0000,72,895.5078125,FALSE,0,0,42.48097385,-76.47500514,1,0
462,Rhythm 24 5963,2019-03-11 22:46:50 +0000,72,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
463,Rhythm 24 5963,2019-03-11 22:46:51 +0000,72,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
464,Rhythm 24 5963,2019-03-11 22:46:51 +0000,72,863.28125,FALSE,0,0,42.48097385,-76.47500514,1,0
465,Rhythm 24 5963,2019-03-11 22:46:52 +0000,72,879.8828125,FALSE,0,0,42.48097385,-76.47500514,1,0
466,Rhythm 24 5963,2019-03-11 22:46:53 +0000,72,847.65625,FALSE,0,0,42.48097385,-76.47500514,1,0
467,Rhythm 24 5963,2019-03-11 22:46:57 +0000,71,911.1328125,FALSE,0,0,42.48097385,-76.47500514,1,0
468,Rhythm 24 5963,2019-03-11 22:47:04 +0000,71,871.09375,FALSE,0,0,42.48097385,-76.47500514,1,0
469,Rhythm 24 5963,2019-03-11 22:47:05 +0000,71,919.921875,FALSE,0,0,42.48097385,-76.47500514,1,0
470,Rhythm 24 5963,2019-03-11 22:47:06 +0000,71,871.09375,FALSE,0,0,42.48097385,-76.47500514,1,0
471,Rhythm 24 5963,2019-03-11 22:47:09 +0000,71,815.4296875,FALSE,0,0,42.48097385,-76.47500514,1,0
472,Rhythm 24 5963,2019-03-11 22:47:10 +0000,71,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
473,Rhythm 24 5963,2019-03-11 22:47:11 +0000,71,783.203125,FALSE,0,0,42.48097385,-76.47500514,1,0
474,Rhythm 24 5963,2019-03-11 22:47:12 +0000,71,591.796875,FALSE,0,0,42.48097385,-76.47500514,1,0
475,Rhythm 24 5963,2019-03-11 22:47:16 +0000,71,783.203125,FALSE,0,0,42.48097385,-76.47500514,1,0
476,Rhythm 24 5963,2019-03-11 22:47:17 +0000,71,799.8046875,FALSE,0,0,42.48097385,-76.47500514,1,0
477,Rhythm 24 5963,2019-03-11 22:47:18 +0000,71,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
478,Rhythm 24 5963,2019-03-11 22:47:20 +0000,72,743.1640625,FALSE,0,0,42.48097385,-76.47500514,1,0
479,Rhythm 24 5963,2019-03-11 22:47:23 +0000,72,863.28125,FALSE,0,0,42.48097385,-76.47500514,1,0
480,Rhythm 24 5963,2019-03-11 22:47:24 +0000,72,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
481,Rhythm 24 5963,2019-03-11 22:47:25 +0000,72,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
482,Rhythm 24 5963,2019-03-11 22:47:25 +0000,72,799.8046875,FALSE,0,0,42.48097385,-76.47500514,1,0
483,Rhythm 24 5963,2019-03-11 22:47:26 +0000,72,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
484,Rhythm 24 5963,2019-03-11 22:47:40 +0000,80,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
485,Rhythm 24 5963,2019-03-11 22:47:41 +0000,80,879.8828125,FALSE,0,0,42.48097385,-76.47500514,1,0
486,Rhythm 24 5963,2019-03-11 22:47:41 +0000,80,863.28125,FALSE,0,0,42.48097385,-76.47500514,1,0
487,Rhythm 24 5963,2019-03-11 22:47:44 +0000,80,751.953125,FALSE,0,0,42.48097385,-76.47500514,1,0
488,Rhythm 24 5963,2019-03-11 22:47:45 +0000,82,847.65625,FALSE,0,0,42.48097385,-76.47500514,1,0
489,Rhythm 24 5963,2019-03-11 22:47:45 +0000,82,791.9921875,FALSE,0,0,42.48097385,-76.47500514,1,0
490,Rhythm 24 5963,2019-03-11 22:47:46 +0000,82,623.046875,FALSE,0,0,42.48097385,-76.47500514,1,0
491,Rhythm 24 5963,2019-03-11 22:47:49 +0000,82,719.7265625,FALSE,0,0,42.48097385,-76.47500514,1,0
492,Rhythm 24 5963,2019-03-11 22:47:50 +0000,78,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
493,Rhythm 24 5963,2019-03-11 22:47:51 +0000,78,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
494,Rhythm 24 5963,2019-03-11 22:47:51 +0000,78,791.9921875,FALSE,0,0,42.48097385,-76.47500514,1,0
495,Rhythm 24 5963,2019-03-11 22:47:52 +0000,78,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
496,Rhythm 24 5963,2019-03-11 22:47:53 +0000,78,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
497,Rhythm 24 5963,2019-03-11 22:47:54 +0000,78,791.9921875,FALSE,0,0,42.48097385,-76.47500514,1,0
498,Rhythm 24 5963,2019-03-11 22:47:55 +0000,79,743.1640625,FALSE,0,0,42.48097385,-76.47500514,1,0
499,Rhythm 24 5963,2019-03-11 22:47:55 +0000,79,695.3125,FALSE,0,0,42.48097385,-76.47500514,1,0
500,Rhythm 24 5963,2019-03-11 22:47:56 +0000,79,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
501,Rhythm 24 5963,2019-03-11 22:47:57 +0000,79,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
502,Rhythm 24 5963,2019-03-11 22:48:00 +0000,78,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
503,Rhythm 24 5963,2019-03-11 22:48:01 +0000,78,863.28125,FALSE,0,0,42.48097385,-76.47500514,1,0
504,Rhythm 24 5963,2019-03-11 22:48:06 +0000,78,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
505,Rhythm 24 5963,2019-03-11 22:48:07 +0000,78,783.203125,FALSE,0,0,42.48097385,-76.47500514,1,0
506,Rhythm 24 5963,2019-03-11 22:48:07 +0000,78,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
507,Rhythm 24 5963,2019-03-11 22:48:08 +0000,78,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
508,Rhythm 24 5963,2019-03-11 22:48:09 +0000,78,791.9921875,FALSE,0,0,42.48097385,-76.47500514,1,0
509,Rhythm 24 5963,2019-03-11 22:48:16 +0000,75,751.953125,FALSE,0,0,42.48097385,-76.47500514,1,0
510,Rhythm 24 5963,2019-03-11 22:48:18 +0000,75,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
511,Rhythm 24 5963,2019-03-11 22:48:19 +0000,78,695.3125,FALSE,0,0,42.48097385,-76.47500514,1,0
512,Rhythm 24 5963,2019-03-11 22:48:22 +0000,78,743.1640625,FALSE,0,0,42.48097385,-76.47500514,1,0
513,Rhythm 24 5963,2019-03-11 22:48:24 +0000,79,767.578125,FALSE,0,0,42.48097385,-76.47500514,1,0
514,Rhythm 24 5963,2019-03-11 22:48:25 +0000,79,727.5390625,FALSE,0,0,42.48097385,-76.47500514,1,0
515,Rhythm 24 5963,2019-03-11 22:48:25 +0000,79,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
516,Rhythm 24 5963,2019-03-11 22:48:26 +0000,79,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
517,Rhythm 24 5963,2019-03-11 22:48:27 +0000,79,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
518,Rhythm 24 5963,2019-03-11 22:48:28 +0000,79,871.09375,FALSE,0,0,42.48097385,-76.47500514,1,0
519,Rhythm 24 5963,2019-03-11 22:48:29 +0000,79,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
520,Rhythm 24 5963,2019-03-11 22:48:29 +0000,79,703.125,FALSE,0,0,42.48097385,-76.47500514,1,0
521,Rhythm 24 5963,2019-03-11 22:48:30 +0000,79,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
522,Rhythm 24 5963,2019-03-11 22:48:31 +0000,79,663.0859375,FALSE,0,0,42.48097385,-76.47500514,1,0
523,Rhythm 24 5963,2019-03-11 22:48:39 +0000,79,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
524,Rhythm 24 5963,2019-03-11 22:48:39 +0000,79,759.765625,FALSE,0,0,42.48097385,-76.47500514,1,0
525,Rhythm 24 5963,2019-03-11 22:48:40 +0000,79,719.7265625,FALSE,0,0,42.48097385,-76.47500514,1,0
526,Rhythm 24 5963,2019-03-11 22:48:43 +0000,79,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
527,Rhythm 24 5963,2019-03-11 22:48:50 +0000,81,735.3515625,FALSE,0,0,42.48097385,-76.47500514,1,0
528,Rhythm 24 5963,2019-03-11 22:48:53 +0000,80,727.5390625,FALSE,0,0,42.48097385,-76.47500514,1,0
529,Rhythm 24 5963,2019-03-11 22:48:54 +0000,81,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
530,Rhythm 24 5963,2019-03-11 22:48:55 +0000,81,751.953125,FALSE,0,0,42.48097385,-76.47500514,1,0
531,Rhythm 24 5963,2019-03-11 22:48:55 +0000,81,743.1640625,FALSE,0,0,42.48097385,-76.47500514,1,0
532,Rhythm 24 5963,2019-03-11 22:49:02 +0000,80,767.578125,FALSE,0,0,42.48097385,-76.47500514,1,0
533,Rhythm 24 5963,2019-03-11 22:49:03 +0000,80,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
534,Rhythm 24 5963,2019-03-11 22:49:04 +0000,80,783.203125,FALSE,0,0,42.48097385,-76.47500514,1,0
535,Rhythm 24 5963,2019-03-11 22:49:05 +0000,78,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
536,Rhythm 24 5963,2019-03-11 22:49:06 +0000,78,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
537,Rhythm 24 5963,2019-03-11 22:49:07 +0000,78,847.65625,FALSE,0,0,42.48097385,-76.47500514,1,0
538,Rhythm 24 5963,2019-03-11 22:49:07 +0000,78,863.28125,FALSE,0,0,42.48097385,-76.47500514,1,0
539,Rhythm 24 5963,2019-03-11 22:49:08 +0000,78,815.4296875,FALSE,0,0,42.48097385,-76.47500514,1,0
540,Rhythm 24 5963,2019-03-11 22:49:09 +0000,78,815.4296875,FALSE,0,0,42.48097385,-76.47500514,1,0
541,Rhythm 24 5963,2019-03-11 22:49:13 +0000,78,1039.0625,FALSE,0,0,42.48097385,-76.47500514,1,0
542,Rhythm 24 5963,2019-03-11 22:49:13 +0000,78,767.578125,FALSE,0,0,42.48097385,-76.47500514,1,0
543,Rhythm 24 5963,2019-03-11 22:49:16 +0000,76,1063.476563,FALSE,0,0,42.48097385,-76.47500514,1,0
544,Rhythm 24 5963,2019-03-11 22:49:16 +0000,76,735.3515625,FALSE,0,0,42.48097385,-76.47500514,1,0
545,Rhythm 24 5963,2019-03-11 22:49:17 +0000,76,743.1640625,FALSE,0,0,42.48097385,-76.47500514,1,0
546,Rhythm 24 5963,2019-03-11 22:49:18 +0000,76,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
547,Rhythm 24 5963,2019-03-11 22:49:19 +0000,76,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
548,Rhythm 24 5963,2019-03-11 22:49:20 +0000,75,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
549,Rhythm 24 5963,2019-03-11 22:49:20 +0000,75,847.65625,FALSE,0,0,42.48097385,-76.47500514,1,0
550,Rhythm 24 5963,2019-03-11 22:49:21 +0000,75,791.9921875,FALSE,0,0,42.48097385,-76.47500514,1,0
551,Rhythm 24 5963,2019-03-11 22:49:22 +0000,75,847.65625,FALSE,0,0,42.48097385,-76.47500514,1,0
552,Rhythm 24 5963,2019-03-11 22:49:25 +0000,77,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
553,Rhythm 24 5963,2019-03-11 22:49:25 +0000,77,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
554,Rhythm 24 5963,2019-03-11 22:49:26 +0000,77,807.6171875,FALSE,0,0,42.48097385,-76.47500514,1,0
555,Rhythm 24 5963,2019-03-11 22:49:27 +0000,77,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
556,Rhythm 24 5963,2019-03-11 22:49:28 +0000,77,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
557,Rhythm 24 5963,2019-03-11 22:49:29 +0000,77,839.84375,FALSE,0,0,42.48097385,-76.47500514,1,0
558,Rhythm 24 5963,2019-03-11 22:49:30 +0000,75,831.0546875,FALSE,0,0,42.48097385,-76.47500514,1,0
559,Rhythm 24 5963,2019-03-11 22:49:30 +0000,75,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
560,Rhythm 24 5963,2019-03-11 22:49:31 +0000,75,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
561,Rhythm 24 5963,2019-03-11 22:49:32 +0000,75,855.46875,FALSE,0,0,42.48097385,-76.47500514,1,0
562,Rhythm 24 5963,2019-03-11 22:49:33 +0000,75,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
563,Rhythm 24 5963,2019-03-11 22:49:34 +0000,75,775.390625,FALSE,0,0,42.48097385,-76.47500514,1,0
564,Rhythm 24 5963,2019-03-11 22:49:35 +0000,73,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
565,Rhythm 24 5963,2019-03-11 22:49:38 +0000,73,799.8046875,FALSE,0,0,42.48097385,-76.47500514,1,0
566,Rhythm 24 5963,2019-03-11 22:49:39 +0000,73,831.0546875,FALSE,0,0,42.48097385,-76.47500514,1,0
567,Rhythm 24 5963,2019-03-11 22:49:40 +0000,73,831.0546875,FALSE,0,0,42.48097385,-76.47500514,1,0
568,Rhythm 24 5963,2019-03-11 22:49:40 +0000,73,823.2421875,FALSE,0,0,42.48097385,-76.47500514,1,0
569,Rhythm 24 5963,2019-03-11 22:49:41 +0000,73,799.8046875,FALSE,0,0,42.48097385,-76.47500514,1,0
570,Rhythm 24 5963,2019-03-11 22:49:49 +0000,73,783.203125,FALSE,1,0,42.48097385,-76.47500514,1,0
571,Rhythm 24 5963,2019-03-11 22:49:50 +0000,73,663.0859375,FALSE,1,0,42.48097385,-76.47500514,1,0
572,Rhythm 24 5963,2019-03-11 22:49:50 +0000,73,647.4609375,FALSE,1,0,42.48097385,-76.47500514,1,0
573,Rhythm 24 5963,2019-03-11 22:49:51 +0000,73,623.046875,FALSE,1,0,42.48097385,-76.47500514,1,0
574,Rhythm 24 5963,2019-03-11 22:49:51 +0000,73,575.1953125,FALSE,1,0,42.48097385,-76.47500514,1,0
575,Rhythm 24 5963,2019-03-11 22:49:52 +0000,73,583.984375,FALSE,0,0,42.48097385,-76.47500514,1,0
576,Rhythm 24 5963,2019-03-11 22:50:08 +0000,88,663.0859375,FALSE,1,0,42.48097385,-76.47500514,1,0
577,Rhythm 24 5963,2019-03-11 22:50:09 +0000,88,591.796875,FALSE,1,0,42.48097385,-76.47500514,1,0
578,Rhythm 24 5963,2019-03-11 22:50:09 +0000,88,703.125,FALSE,1,0,42.48097385,-76.47500514,1,0
579,Rhythm 24 5963,2019-03-11 22:50:10 +0000,97,623.046875,FALSE,1,0,42.48097385,-76.47500514,1,0
580,Rhythm 24 5963,2019-03-11 22:50:11 +0000,97,695.3125,FALSE,1,0,42.48097385,-76.47500514,1,0
581,Rhythm 24 5963,2019-03-11 22:50:13 +0000,97,591.796875,FALSE,1,0,42.48097385,-76.47500514,1,0
582,Rhythm 24 5963,2019-03-11 22:50:14 +0000,95,775.390625,FALSE,1,0,42.48097385,-76.47500514,1,0
583,Rhythm 24 5963,2019-03-11 22:50:14 +0000,95,551.7578125,FALSE,1,0,42.48097385,-76.47500514,1,0
584,Rhythm 24 5963,2019-03-11 22:50:15 +0000,95,679.6875,FALSE,1,0,42.48097385,-76.47500514,1,0
585,Rhythm 24 5963,2019-03-11 22:50:20 +0000,94,671.875,FALSE,1,1,42.48097385,-76.47500514,1,0
586,Rhythm 24 5963,2019-03-11 22:50:21 +0000,94,671.875,FALSE,1,1,42.48097385,-76.47500514,1,0
587,Rhythm 24 5963,2019-03-11 22:50:31 +0000,93,591.796875,TRUE,1,1,42.48097385,-76.47500514,1,0
588,Rhythm 24 5963,2019-03-11 22:50:33 +0000,93,807.6171875,TRUE,1,1,42.48097385,-76.47500514,1,0
589,Rhythm 24 5963,2019-03-11 22:50:33 +0000,93,679.6875,TRUE,1,1,42.48097385,-76.47500514,1,0
590,Rhythm 24 5963,2019-03-11 22:50:43 +0000,96,639.6484375,TRUE,1,1,42.48097385,-76.47500514,1,0
591,Rhythm 24 5963,2019-03-11 22:50:56 +0000,90,639.6484375,FALSE,1,1,42.48097385,-76.47500514,1,0
592,Rhythm 24 5963,2019-03-11 22:50:57 +0000,90,735.3515625,FALSE,1,1,42.48097385,-76.47500514,1,0
593,Rhythm 24 5963,2019-03-11 22:50:58 +0000,90,831.0546875,FALSE,1,1,42.48097385,-76.47500514,1,0
594,Rhythm 24 5963,2019-03-11 22:50:59 +0000,90,655.2734375,FALSE,1,1,42.48097385,-76.47500514,1,0
595,Rhythm 24 5963,2019-03-11 22:50:59 +0000,90,631.8359375,FALSE,1,1,42.48097385,-76.47500514,1,0
596,Rhythm 24 5963,2019-03-11 22:51:01 +0000,88,679.6875,FALSE,1,1,42.48097385,-76.47500514,1,0
597,Rhythm 24 5963,2019-03-11 22:51:02 +0000,88,615.234375,FALSE,1,1,42.48097385,-76.47500514,1,0
598,Rhythm 24 5963,2019-03-11 22:51:03 +0000,88,719.7265625,FALSE,1,1,42.48097385,-76.47500514,1,0
599,Rhythm 24 5963,2019-03-11 22:51:10 +0000,91,631.8359375,FALSE,1,1,42.48097385,-76.47500514,1,0
600,Rhythm 24 5963,2019-03-11 22:51:11 +0000,91,551.7578125,FALSE,1,1,42.48097385,-76.47500514,1,0
601,Rhythm 24 5963,2019-03-11 22:51:11 +0000,91,591.796875,FALSE,1,1,42.48097385,-76.47500514,1,0
602,Rhythm 24 5963,2019-03-11 22:51:12 +0000,91,607.421875,FALSE,1,1,42.48097385,-76.47500514,1,0
603,Rhythm 24 5963,2019-03-11 22:51:12 +0000,91,631.8359375,FALSE,1,1,42.48097385,-76.47500514,1,0
604,Rhythm 24 5963,2019-03-11 22:51:16 +0000,95,695.3125,FALSE,1,1,42.48097385,-76.47500514,1,0
605,Rhythm 24 5963,2019-03-11 22:51:16 +0000,95,607.421875,FALSE,1,1,42.48097385,-76.47500514,1,0
606,Rhythm 24 5963,2019-03-11 22:51:20 +0000,94,687.5,TRUE,1,1,42.48097385,-76.47500514,1,1
607,Rhythm 24 5963,2019-03-11 22:51:20 +0000,94,607.421875,TRUE,1,1,42.48097385,-76.47500514,1,1
608,Rhythm 24 5963,2019-03-11 22:51:21 +0000,94,615.234375,TRUE,1,1,42.48097385,-76.47500514,4,1
609,Rhythm 24 5963,2019-03-11 22:51:22 +0000,94,639.6484375,TRUE,1,1,42.48097385,-76.47500514,4,1
610,Rhythm 24 5963,2019-03-11 22:51:22 +0000,94,551.7578125,TRUE,1,1,42.48097385,-76.47500514,4,1
611,Rhythm 24 5963,2019-03-11 22:51:23 +0000,94,671.875,TRUE,1,1,42.48097385,-76.47500514,4,1
612,Rhythm 24 5963,2019-03-11 22:51:25 +0000,92,719.7265625,TRUE,1,1,42.48097385,-76.47500514,4,1
613,Rhythm 24 5963,2019-03-11 22:51:25 +0000,92,663.0859375,TRUE,1,1,42.48097385,-76.47500514,4,1
614,Rhythm 24 5963,2019-03-11 22:51:26 +0000,92,607.421875,TRUE,1,1,42.48097385,-76.47500514,4,1
615,Rhythm 24 5963,2019-03-11 22:51:27 +0000,92,671.875,TRUE,1,1,42.48097385,-76.47500514,4,1
616,Rhythm 24 5963,2019-03-11 22:51:27 +0000,92,631.8359375,TRUE,1,1,42.48097385,-76.47500514,4,1
617,Rhythm 24 5963,2019-03-11 22:51:28 +0000,92,655.2734375,TRUE,1,1,42.48097385,-76.47500514,4,1
618,Rhythm 24 5963,2019-03-11 22:51:29 +0000,92,679.6875,TRUE,1,1,42.48097385,-76.47500514,4,1
619,Rhythm 24 5963,2019-03-11 22:51:30 +0000,94,599.609375,TRUE,1,1,42.48097385,-76.47500514,4,1
620,Rhythm 24 5963,2019-03-11 22:51:32 +0000,94,655.2734375,TRUE,1,1,42.48097385,-76.47500514,4,1
621,Rhythm 24 5963,2019-03-11 22:51:46 +0000,92,935.546875,TRUE,1,1,42.48097385,-76.47500514,4,1
622,Rhythm 24 5963,2019-03-11 22:51:47 +0000,92,639.6484375,TRUE,1,1,42.48097385,-76.47500514,4,1
623,Rhythm 24 5963,2019-03-11 22:51:48 +0000,92,791.9921875,TRUE,1,1,42.48097385,-76.47500514,4,1
624,Rhythm 24 5963,2019-03-11 22:51:48 +0000,92,511.71875,TRUE,1,1,42.48097385,-76.47500514,4,1
625,Rhythm 24 5963,2019-03-11 22:51:49 +0000,92,703.125,TRUE,1,1,42.48097385,-76.47500514,4,1
626,Rhythm 24 5963,2019-03-11 22:51:53 +0000,88,783.203125,FALSE,1,1,42.48097385,-76.47500514,4,0
627,Rhythm 24 5963,2019-03-11 22:51:54 +0000,88,719.7265625,FALSE,1,1,42.48097385,-76.47500514,4,0
628,Rhythm 24 5963,2019-03-11 22:51:56 +0000,89,655.2734375,FALSE,1,1,42.48097385,-76.47500514,4,0
629,Rhythm 24 5963,2019-03-11 22:52:07 +0000,83,807.6171875,FALSE,0,0,42.48097385,-76.47500514,4,0
630,Rhythm 24 5963,2019-03-11 22:52:07 +0000,83,815.4296875,FALSE,0,0,42.48097385,-76.47500514,4,0
631,Rhythm 24 5963,2019-03-11 22:52:08 +0000,83,831.0546875,FALSE,0,0,42.48097385,-76.47500514,4,0
632,Rhythm 24 5963,2019-03-11 22:52:09 +0000,82,847.65625,FALSE,0,0,42.48097385,-76.47500514,4,0
633,Rhythm 24 5963,2019-03-11 22:52:10 +0000,82,855.46875,FALSE,1,1,42.48097385,-76.47500514,4,0
634,Rhythm 24 5963,2019-03-11 22:52:11 +0000,82,847.65625,FALSE,1,1,42.48097385,-76.47500514,4,0
635,Rhythm 24 5963,2019-03-11 22:52:27 +0000,74,671.875,FALSE,1,1,42.48097385,-76.47500514,4,0
636,Rhythm 24 5963,2019-03-11 22:52:27 +0000,74,663.0859375,FALSE,1,1,42.48097385,-76.47500514,4,0
637,Rhythm 24 5963,2019-03-11 22:52:29 +0000,83,599.609375,FALSE,1,1,42.48097385,-76.47500514,4,0
638,Rhythm 24 5963,2019-03-11 22:52:30 +0000,83,679.6875,FALSE,1,1,42.48097385,-76.47500514,4,0
639,Rhythm 24 5963,2019-03-11 22:52:35 +0000,87,631.8359375,FALSE,1,1,42.48097385,-76.47500514,4,0
640,Rhythm 24 5963,2019-03-11 22:52:36 +0000,87,575.1953125,FALSE,1,1,42.48097385,-76.47500514,4,0
641,Rhythm 24 5963,2019-03-11 22:52:44 +0000,89,639.6484375,FALSE,1,1,42.48097385,-76.47500514,4,0
642,Rhythm 24 5963,2019-03-11 22:52:44 +0000,89,759.765625,FALSE,1,1,42.48097385,-76.47500514,4,0
643,Rhythm 24 5963,2019-03-11 22:52:45 +0000,92,783.203125,FALSE,1,1,42.48097385,-76.47500514,4,0
644,Rhythm 24 5963,2019-03-11 22:52:52 +0000,94,775.390625,FALSE,1,0,42.48097385,-76.47500514,4,0
645,Rhythm 24 5963,2019-03-11 22:52:53 +0000,94,767.578125,FALSE,1,0,42.48097385,-76.47500514,4,0
646,Rhythm 24 5963,2019-03-11 22:52:54 +0000,94,831.0546875,FALSE,1,0,42.48097385,-76.47500514,4,0
647,Rhythm 24 5963,2019-03-11 22:52:54 +0000,94,815.4296875,FALSE,1,0,42.48097385,-76.47500514,4,0
648,Rhythm 24 5963,2019-03-11 22:52:55 +0000,83,799.8046875,FALSE,1,0,42.48097385,-76.47500514,4,0
649,Rhythm 24 5963,2019-03-11 22:52:56 +0000,83,759.765625,FALSE,1,0,42.48097385,-76.47500514,4,0
650,Rhythm 24 5963,2019-03-11 22:52:57 +0000,83,815.4296875,FALSE,1,0,42.48097385,-76.47500514,4,0
651,Rhythm 24 5963,2019-03-11 22:52:58 +0000,83,815.4296875,FALSE,1,0,42.48097385,-76.47500514,4,0
652,Rhythm 24 5963,2019-03-11 22:52:58 +0000,83,839.84375,FALSE,1,0,42.48097385,-76.47500514,4,0
653,Rhythm 24 5963,2019-03-11 22:52:59 +0000,83,791.9921875,FALSE,1,0,42.48097385,-76.47500514,4,0
654,Rhythm 24 5963,2019-03-11 22:53:00 +0000,79,807.6171875,FALSE,0,0,42.48097385,-76.47500514,4,0
655,Rhythm 24 5963,2019-03-11 22:53:01 +0000,79,815.4296875,FALSE,0,0,42.48097385,-76.47500514,4,0
656,Rhythm 24 5963,2019-03-11 22:53:02 +0000,79,823.2421875,FALSE,0,0,42.48097385,-76.47500514,4,0
657,Rhythm 24 5963,2019-03-11 22:53:03 +0000,79,839.84375,FALSE,1,0,42.48097385,-76.47500514,4,0
658,Rhythm 24 5963,2019-03-11 22:53:03 +0000,79,847.65625,FALSE,1,0,42.48097385,-76.47500514,4,0
659,Rhythm 24 5963,2019-03-11 22:53:04 +0000,79,839.84375,FALSE,1,0,42.48097385,-76.47500514,4,0
660,Rhythm 24 5963,2019-03-11 22:53:05 +0000,77,839.84375,FALSE,1,0,42.48097385,-76.47500514,4,0
661,Rhythm 24 5963,2019-03-11 22:53:06 +0000,77,831.0546875,FALSE,1,0,42.48097385,-76.47500514,4,0
662,Rhythm 24 5963,2019-03-11 22:53:07 +0000,77,823.2421875,FALSE,0,0,42.48097385,-76.47500514,4,0
663,Rhythm 24 5963,2019-03-11 22:53:08 +0000,77,823.2421875,FALSE,0,0,42.48097385,-76.47500514,4,0
664,Rhythm 24 5963,2019-03-11 22:53:08 +0000,77,799.8046875,FALSE,0,0,42.48097385,-76.47500514,4,0
665,Rhythm 24 5963,2019-03-11 22:53:09 +0000,77,775.390625,FALSE,0,0,42.48097385,-76.47500514,4,0
666,Rhythm 24 5963,2019-03-11 22:53:10 +0000,75,799.8046875,FALSE,1,0,42.48097385,-76.47500514,4,0
667,Rhythm 24 5963,2019-03-11 22:53:11 +0000,75,831.0546875,FALSE,1,0,42.48097385,-76.47500514,4,0
668,Rhythm 24 5963,2019-03-11 22:53:12 +0000,75,863.28125,FALSE,1,0,42.48097385,-76.47500514,4,0
669,Rhythm 24 5963,2019-03-11 22:53:14 +0000,75,783.203125,FALSE,1,0,42.48097385,-76.47500514,4,0
670,Rhythm 24 5963,2019-03-11 22:53:15 +0000,74,831.0546875,FALSE,1,0,42.48097385,-76.47500514,4,0
671,Rhythm 24 5963,2019-03-11 22:53:16 +0000,74,863.28125,FALSE,0,0,42.48097385,-76.47500514,4,0
672,Rhythm 24 5963,2019-03-11 22:53:17 +0000,74,887.6953125,FALSE,1,0,42.48097385,-76.47500514,4,0
673,Rhythm 24 5963,2019-03-11 22:53:17 +0000,74,847.65625,FALSE,1,0,42.48097385,-76.47500514,4,0
674,Rhythm 24 5963,2019-03-11 22:53:18 +0000,74,783.203125,FALSE,1,0,42.48097385,-76.47500514,4,0
675,Rhythm 24 5963,2019-03-11 22:53:19 +0000,74,799.8046875,FALSE,1,0,42.48097385,-76.47500514,4,0
676,Rhythm 24 5963,2019-03-11 22:53:20 +0000,74,815.4296875,FALSE,1,0,42.48097385,-76.47500514,4,0
677,Rhythm 24 5963,2019-03-11 22:53:21 +0000,74,799.8046875,FALSE,1,0,42.48097385,-76.47500514,4,0
678,Rhythm 24 5963,2019-03-11 22:53:24 +0000,74,663.0859375,FALSE,1,0,42.48097385,-76.47500514,4,0
679,Rhythm 24 5963,2019-03-11 22:53:25 +0000,74,719.7265625,FALSE,1,0,42.48097385,-76.47500514,4,0
680,Rhythm 24 5963,2019-03-11 22:53:26 +0000,74,791.9921875,FALSE,1,0,42.48097385,-76.47500514,4,0
